2017-11-07 00:00:00	{"temperature":8}	
2017-11-07 00:00:00	{"temperature":12}	
2017-11-07 00:00:00	{"temperature":12}	
2017-11-07 00:08:20	{"temperature":7}	
2017-11-07 00:08:20	{"temperature":16}	
2017-11-07 00:08:20	{"temperature":16}	
2017-11-07 00:16:40	{"temperature":19}	
2017-11-07 00:16:40	{"temperature":9}	
2017-11-07 00:25:00	{"temperature":16}	
2017-11-07 00:25:00	{"temperature":3}	
2017-11-07 00:33:20	{"temperature":20}	
2017-11-07 00:41:40	{"temperature":10}	
2017-11-07 00:41:40	{"temperature":12}	
2017-11-07 00:50:00	{"temperature":14}	
2017-11-07 00:50:00	{"temperature":16}	
2017-11-07 00:58:20	{"temperature":20}	
2017-11-07 00:58:20	{"temperature":15}	
2017-11-07 00:58:20	{"temperature":11}	
2017-11-07 00:58:20	{"temperature":16}	
2017-11-07 01:06:40	{"temperature":3}	
2017-11-07 01:06:40	{"temperature":6}	
2017-11-07 01:15:00	{"temperature":8}	
2017-11-07 01:23:20	{"temperature":10}	
2017-11-07 01:23:20	{"temperature":14}	
2017-11-07 01:31:40	{"temperature":13}	
2017-11-07 01:40:00	{"temperature":4}	
2017-11-07 01:48:20	{"temperature":2}	
2017-11-07 01:56:40	{"temperature":19}	
2017-11-07 02:05:00	{"temperature":19}	
2017-11-07 02:05:00	{"temperature":7}	
2017-11-07 02:13:20	{"temperature":12}	
2017-11-07 02:30:00	{"temperature":11}	
2017-11-07 02:30:00	{"temperature":3}	
2017-11-07 02:46:40	{"temperature":15}	
2017-11-07 02:46:40	{"temperature":12}	
2017-11-07 02:46:40	{"temperature":4}	
2017-11-07 02:55:00	{"temperature":6}	
2017-11-07 02:55:00	{"temperature":17}	
2017-11-07 02:55:00	{"temperature":19}	
2017-11-07 03:11:40	{"temperature":20}	
2017-11-07 03:11:40	{"temperature":19}	
2017-11-07 03:20:00	{"temperature":6}	
2017-11-07 03:20:00	{"temperature":17}	
2017-11-07 03:20:00	{"temperature":10}	
2017-11-07 03:28:20	{"temperature":10}	
2017-11-07 03:36:40	{"temperature":19}	
2017-11-07 03:36:40	{"temperature":16}	
2017-11-07 03:45:00	{"temperature":14}	
2017-11-07 03:53:20	{"temperature":3}	
2017-11-07 04:01:40	{"temperature":20}	
2017-11-07 04:01:40	{"temperature":19}	
2017-11-07 04:01:40	{"temperature":14}	
2017-11-07 04:01:40	{"temperature":17}	
2017-11-07 04:10:00	{"temperature":20}	
2017-11-07 04:18:20	{"temperature":12}	
2017-11-07 04:18:20	{"temperature":20}	
2017-11-07 04:18:20	{"temperature":18}	
2017-11-07 04:26:40	{"temperature":20}	
2017-11-07 04:26:40	{"temperature":5}	
2017-11-07 04:26:40	{"temperature":2}	
2017-11-07 04:35:00	{"temperature":1}	
2017-11-07 04:35:00	{"temperature":11}	
2017-11-07 04:43:20	{"temperature":11}	
2017-11-07 05:00:00	{"temperature":7}	
2017-11-07 05:00:00	{"temperature":10}	
2017-11-07 05:08:20	{"temperature":10}	
2017-11-07 05:08:20	{"temperature":14}	
2017-11-07 05:16:40	{"temperature":20}	
2017-11-07 05:16:40	{"temperature":6}	
2017-11-07 05:16:40	{"temperature":13}	
2017-11-07 05:25:00	{"temperature":20}	
2017-11-07 05:25:00	{"temperature":1}	
2017-11-07 05:33:20	{"temperature":11}	
2017-11-07 05:33:20	{"temperature":3}	
2017-11-07 05:41:40	{"temperature":3}	
2017-11-07 05:50:00	{"temperature":3}	
2017-11-07 05:50:00	{"temperature":19}	
2017-11-07 05:50:00	{"temperature":4}	
2017-11-07 05:58:20	{"temperature":14}	
2017-11-07 05:58:20	{"temperature":9}	
2017-11-07 06:06:40	{"temperature":13}	
2017-11-07 06:15:00	{"temperature":8}	
2017-11-07 06:15:00	{"temperature":2}	
2017-11-07 06:23:20	{"temperature":19}	
2017-11-07 06:31:40	{"temperature":8}	
2017-11-07 06:40:00	{"temperature":6}	
2017-11-07 06:48:20	{"temperature":8}	
2017-11-07 06:56:40	{"temperature":10}	
2017-11-07 06:56:40	{"temperature":20}	
2017-11-07 07:05:00	{"temperature":11}	
2017-11-07 07:05:00	{"temperature":19}	
2017-11-07 07:13:20	{"temperature":20}	
2017-11-07 07:13:20	{"temperature":20}	
2017-11-07 07:13:20	{"temperature":4}	
2017-11-07 07:21:40	{"temperature":14}	
2017-11-07 07:21:40	{"temperature":4}	
2017-11-07 07:30:00	{"temperature":5}	
2017-11-07 07:38:20	{"temperature":16}	
2017-11-07 07:46:40	{"temperature":2}	
2017-11-07 07:46:40	{"temperature":7}	
2017-11-07 07:46:40	{"temperature":10}	
2017-11-07 07:55:00	{"temperature":14}	
2017-11-07 07:55:00	{"temperature":10}	
2017-11-07 08:03:20	{"temperature":20}	
2017-11-07 08:03:20	{"temperature":15}	
2017-11-07 08:11:40	{"temperature":9}	
2017-11-07 08:20:00	{"temperature":11}	
2017-11-07 08:28:20	{"temperature":15}	
2017-11-07 08:28:20	{"temperature":4}	
2017-11-07 08:28:20	{"temperature":1}	
2017-11-07 08:45:00	{"temperature":9}	
2017-11-07 08:45:00	{"temperature":17}	
2017-11-07 08:53:20	{"temperature":7}	
2017-11-07 09:10:00	{"temperature":15}	
2017-11-07 09:10:00	{"temperature":18}	
2017-11-07 09:18:20	{"temperature":5}	
2017-11-07 09:18:20	{"temperature":5}	
2017-11-07 09:18:20	{"temperature":2}	
2017-11-07 09:26:40	{"temperature":16}	
2017-11-07 09:26:40	{"temperature":9}	
2017-11-07 09:35:00	{"temperature":9}	
2017-11-07 09:35:00	{"temperature":15}	
2017-11-07 09:43:20	{"temperature":4}	
2017-11-07 09:51:40	{"temperature":17}	
2017-11-07 10:00:00	{"temperature":20}	
2017-11-07 10:00:00	{"temperature":15}	
2017-11-07 10:08:20	{"temperature":20}	
